nombre,identificacion,tipo_vivienda
Andrés Marcos Mesa,92710190,finca
Karla Leyva,52885857,apartamento
Natalia Moreno Romero,29046263,otro
Sr(a). Zeferino Casárez,48762696,aparta estudio
Cecilia Ana Anguiano Peña,34773093,otro
Nicolás Lozano Roldán,30878947,apartamento
Alta  Gracia Zoé Escamilla,13089733,apartamento
Ignacio Renato Riojas,26445792,finca
Silvia Leonor Armas Lozano,54187211,finca
Ing. Sara Altamirano,20991798,casa
Dr. Bernardo Segura,79311819,casa
Salvador Leonor Montoya,43296216,aparta estudio
Daniel Roberto Ferrer Roque,67126747,casa
Esther Estefanía Alcántar Sotelo,30420895,apartamento
Ing. María Luisa Robledo,11129003,aparta estudio
Irma Aurora Baeza Lovato,99843161,apartamento
Rodrigo Felipe Gastélum Almaraz,67046900,aparta estudio
Rosa Sáenz Mojica,44649697,otro
Dr. Jorge Luis Granado,34498588,apartamento
Leonor Sessa Soria,30623062,aparta estudio
Jorge Anel Manzanares Alva,82954793,otro
Emilio Martha Almanza,12952525,otro
Dr. Óliver Alcala,81087028,casa
Enrique Wendolin Almanza,30711751,casa
Lic. Lucía Pedroza,44474396,casa
Dulce María Serrato,22781599,aparta estudio
Ing. Isabela Venegas,37044217,casa
Mariano Casillas Rubio,92475045,apartamento
Mtro. Guillermina Negrón,72175182,aparta estudio
Teresa Alarcón Gómez,80073615,finca
Antonia Hermelinda Brito Carmona,57088901,otro
Juan Madrid,66859276,apartamento
Inés Diana Flórez Tello,77302278,aparta estudio
Sr(a). José Emilio Madrigal,38843939,finca
Rosario Loya,87010320,otro
Perla Guerra,71386763,otro
René Ramiro Bahena,91246209,finca
Elena Fernando Badillo Serrano,43185109,casa
Nelly Alicia Tejada,25225855,casa
Lic. Andrea Fuentes,17848984,apartamento
Julia Ariadna Zamudio,39624100,aparta estudio
Delia Uriel Godínez,85083360,apartamento
Ilse Rolón Figueroa,88894691,casa
Sonia Gustavo Anaya Mojica,35118354,casa
Lic. Gerardo Meza,19823758,aparta estudio
Iván Pamela Jiménez,86446948,otro
Lic. José María Navarrete,14855102,finca
Luis Abelardo Nieto Badillo,32482547,finca
Jonás Lira,55091123,apartamento
Juana Beatriz Lozada Gómez,73330683,apartamento
Felix Jurado Vega,99374717,finca
Dr. Juan Riojas,39959127,otro
Estela Gaitán Valenzuela,88997404,aparta estudio
Juana Gregorio Murillo,64772205,apartamento
Amanda César Delgadillo Galarza,33309181,casa
Antonia Zambrano Olivera,25003858,aparta estudio
Ana María Trejo,46093901,finca
Mauricio Isabela Ornelas Paredes,49630344,otro
Lic. Juan Bermúdez,71419418,otro
Rodolfo Esquibel,79511322,otro
Luz Pabón,51898206,aparta estudio
Mtro. Enrique Rubio,29590671,aparta estudio
Dr. Gloria Santillán,59529443,otro
Luisa Haro,12432786,apartamento
Dr. Nelly Montenegro,80111446,otro
Roberto Portillo,66497381,finca
Carolina Barreto,96280583,apartamento
José Luis Espino,23476966,casa
Amanda Otero Haro,79113218,casa
Ing. Marisol Valencia,96798484,casa
Araceli Curiel,33352633,casa
Cristina Araceli Ortega Ávalos,25600473,finca
Rosario Ángela Uribe Alemán,37630625,casa
Felipe Aldonza Merino,81517226,apartamento
Eduardo Zoé Loera,66831773,apartamento
Alfonso Cervantes,19983472,casa
María Teresa Zapata Bustos,35802769,aparta estudio
Luis Miguel de León,10767049,apartamento
Sr(a). Frida Cabrera,65158669,casa
Claudia Muñiz Barraza,89786758,aparta estudio
Lic. Raquel Limón,65376048,casa
Linda Benito Reséndez,11303170,finca
Elsa Bernardo Urbina,19714028,finca
Citlali Peña,22885433,otro
Nicolás Rincón Marrero,53177712,finca
Gloria Patiño Arroyo,57884382,finca
Silvia Garrido Magaña,85517237,apartamento
Ángela Alva,80700315,finca
Espartaco Paulina Leiva Gaytán,19544123,aparta estudio
Mtro. Esmeralda Montero,15604041,finca
Vicente María Elena Valdés,80519856,casa
Lic. José María Baeza,93098970,casa
Estefanía Alicia Téllez Aponte,46427293,otro
Amalia Ruelas Benavides,16993592,casa
Norma Luis Miguel Serrano,58618771,otro
Gregorio Elvira Moya Duarte,34481043,otro
Octavio Echeverría,23491356,otro
Óliver Rincón,11482882,finca
Aurora Miguel Saldivar,53406393,otro
Alberto Margarita Mena,33674133,finca
David Angélica Coronado Garay,32249873,finca
Adela Jacobo Huerta,38629728,finca
Ivonne Agustín Galindo de la Rosa,51955504,finca
Inés Esmeralda Pulido Jaime,15721415,apartamento
Dr. Indira Alejandro,19154061,casa
Alma Moya Becerra,73395967,apartamento
Sr(a). Guadalupe Gaona,38158760,otro
Sr(a). Renato Fierro,29124400,casa
Lorenzo Ana Luisa Matías,25747601,apartamento
Genaro Ángela Muro,44300316,finca
Ing. Claudia Alvarez,43933331,apartamento
Asunción Valles Mateo,52820049,casa
Ing. Leonel Peralta,27911531,apartamento
Elvira Balderas Rivera,31716238,casa
Eloy Genaro Corona Saiz,31408542,apartamento
Berta Joaquín Fernández,10249623,aparta estudio
Ing. Luz Hinojosa,31603735,aparta estudio
Irma Fernando Muñiz Figueroa,20302772,aparta estudio
Lucía Reina Bonilla,14766252,aparta estudio
Estefanía Agustín Razo Cornejo,96784222,otro
Raquel Abelardo Cotto,39080106,otro
Omar Campos Montaño,16003641,apartamento
Andrés Ivonne Jaime,73531204,aparta estudio
Graciela Nicolás Parra Tirado,85164357,aparta estudio
Anel Rodarte,37409116,casa
Mtro. Cristian Gollum,70905437,aparta estudio
Leonel Márquez,84061760,casa
Adán Vallejo Miramontes,91357847,apartamento
Ivonne Sanches Sauceda,19419613,otro
Oswaldo Montenegro Díaz,79411186,finca
Dr. Luz Caraballo,57014590,finca
Ofelia Dávila,99647289,finca
Mtro. Gregorio Meza,61216334,finca
Ing. Clara Avilés,81710282,aparta estudio
Ramón Esmeralda Alemán Casas,36120470,aparta estudio
Mtro. Martha Mojica,27588186,apartamento
Aurelio Márquez,98890828,casa
Camilo Beatriz Ruelas Vigil,77012979,finca
Ana Leyva Romero,81456985,finca
José Carlos Inés Meléndez Verduzco,18831180,apartamento
Florencia Felix Ríos,66879044,aparta estudio
Israel Úrsula Viera de la Torre,28351255,apartamento
Ricardo Alfonso Moreno Solorzano,42651823,apartamento
Alberto Saavedra Menchaca,42941583,aparta estudio
Antonio Chacón,51824599,otro
Trinidad Judith Peña,40930802,otro
Wilfrido Angélica Gallardo,69671612,casa
Ariadna Guajardo,95200854,apartamento
Eugenia Sotelo Bañuelos,29349817,casa
Miguel Diego Holguín Contreras,23611749,casa
Joaquín José Manuél Marroquín,65123650,otro
Lic. Renato Rascón,27150145,aparta estudio
Porfirio Francisco Javier Aponte Ramos,71373272,casa
Paulina Ramiro Razo Gurule,47392391,finca
Dr. Bianca Feliciano,93594604,finca
Evelio Zarate,12547916,finca
Jerónimo Chavarría Loera,82768798,finca
Porfirio Bustos,68369872,finca
Lic. Carlota Luevano,75999234,apartamento
Bianca Bianca Palomo Negrete,45109008,aparta estudio
Reynaldo Jonás Mares Esquivel,73291605,otro
Pablo Ricardo Saiz Leiva,76070916,otro
Víctor Flavio Sauceda Cisneros,37464152,finca
Francisca Nazario Acevedo,68488299,otro
Lic. Timoteo Solano,72419397,aparta estudio
Lic. Amalia Bravo,32982993,aparta estudio
Paulina Israel Valentín Anguiano,11501510,otro
Gerardo Emilio Caldera Alvarez,57398900,apartamento
Wendolin Barraza Acuña,37191969,finca
Nancy Adela Bañuelos,61454946,finca
José Negrete,65274880,apartamento
Jacobo Leonor Peres,18271278,otro
Frida Noriega Saldivar,29943078,aparta estudio
Abelardo Vanesa Ferrer,67878963,otro
Sessa Chacón Bravo,91365052,finca
Silvia Olga Barela Casanova,31508381,casa
Araceli Hermelinda Armenta Zedillo,49830079,otro
Rafaél Peña Verduzco,65520282,otro
Lic. Rosa Fonseca,78931504,finca
Úrsula Reyna,16201988,aparta estudio
Mariana Ricardo Segovia Domínguez,31812387,aparta estudio
Ernesto Emilia Urbina Olivera,77862362,casa
Rodolfo Minerva Salcedo,15887900,aparta estudio
Camilo Nazario Lemus,58999960,apartamento
Amanda Diana Casas,75693401,finca
Úrsula Isaac Tejeda Olivo,12489830,apartamento
Emilia Abraham Tirado Urbina,98571275,finca
Indira Patricio Acevedo Niño,42868925,aparta estudio
María Teresa del Río,13499011,apartamento
Diego Menéndez Segura,41711402,casa
Dalia Toledo,77703008,apartamento
Marcos Flavio Irizarry Henríquez,90046203,apartamento
Elvira Montes,13703476,apartamento
Olivia Verdugo,84071958,apartamento
Diana Páez Balderas,52879786,finca
Carla Francisca Romero,69950650,casa
Mtro. Claudio Ballesteros,63006095,finca
Elsa Razo,53158725,aparta estudio
Amelia Emilio Gastélum Rosado,12080781,apartamento
Raquel Chávez,32723250,otro
Úrsula Rebeca Grijalva Gamboa,98152104,aparta estudio
Miguel Ángel Mejía,75777062,otro
Benjamín José Luis Zamudio,50624379,aparta estudio
Abigail Victoria Meléndez,29066014,casa
José Emilio Rosalia Estévez Reynoso,36590681,otro
Ing. Gloria Matías,41442905,apartamento
Mtro. Javier Valle,39156954,otro
María Indira Mota,61825456,apartamento
Fabiola Gil,39837257,finca
Francisco Javier Menchaca Porras,72535542,finca
Sr(a). Hernán Ramos,53641297,otro
Uriel Jorge Luis Palomo,85297737,finca
Esperanza Elias de Anda,94934891,finca
Ing. José Manuél Soria,87721764,casa
Ing. Abelardo Casares,68959564,casa
Ramón Urías Ordóñez,54900468,aparta estudio
Mercedes Federico Henríquez Treviño,61254501,apartamento
Hilda Gastélum Arenas,82685387,otro
Eugenio Terrazas Torres,88000776,otro
Gabino Guadalupe Serrato,80679589,finca
Martha Báez,73054656,finca
Santiago Tello Maestas,30945622,otro
Fabiola Campos Partida,34949530,otro
Cristian Ofelia Villalpando,31426028,finca
Horacio Urbina Lira,77648414,casa
Amador Vargas Briseño,14113683,aparta estudio
Marco Antonio Perla Espino Ríos,28932734,finca
Hernán Dulce Curiel Armendáriz,22035926,otro
Dr. Bianca Hidalgo,11768178,casa
Victoria Amanda Solís Solorzano,62112725,apartamento
Renato Griego,24392908,casa
Silvia Angélica Córdova,32749763,casa
Linda Olivia Corrales,54083965,otro
Gabriel Ceballos Partida,16064296,aparta estudio
Lourdes Ángel Méndez Méndez,43051572,casa
Lic. Alta  Gracia Cano,35691636,apartamento
Joaquín Arguello Peres,94999891,otro
José Emilio Lerma,94747236,otro
Emilio Carlota Pérez,88327622,casa
Mayte Peres Bañuelos,77649170,apartamento
María del Carmen Benito Adame,20013253,apartamento
Georgina Daniel Lerma Nieto,62697659,otro
Patricio Luna Arteaga,85590810,finca
Isabel Barrientos Menchaca,90993568,apartamento
Aldonza Rangel Farías,11453135,otro
Blanca Ramos,10623821,casa
Arcelia Francisco del Río Navarro,72364724,apartamento
Rubén Gallegos Garza,99440917,apartamento
Tania Zoé Gracia Fierro,93923129,otro
Ing. Pascual Leal,91556925,otro
Adela Amador Carvajal,82685275,casa
Camila Emilio Almaraz,32442813,aparta estudio
Lic. Emilio Angulo,56941360,otro
Gloria Arturo Navarrete,74111986,casa
Paola Ruby Tamez Granados,78746309,otro
Aurelio Mayte Peres Alvarez,80784382,casa
Francisco Javier Lilia Montemayor Perea,70648764,aparta estudio
Darío Juana Monroy,72862889,otro
Magdalena Silvano Angulo Alcala,13075975,casa
Mónica Ayala Aponte,61216253,finca
Ing. Blanca Corral,99338293,otro
Leonardo Uriel Dávila,39576193,apartamento
Noelia Blanca Barrios,85556415,aparta estudio
Maximiliano Adán Collado,51240039,aparta estudio
Elisa Esparta Zavala Rivas,26002556,apartamento
José Manuél Virginia Véliz Villa,37948790,casa
Ing. Bernabé Robledo,25242691,otro
Teresa Linda Barela,42122389,casa
María Elena Luis Manuel Gastélum,21830616,casa
Dr. Rolando Alarcón,12831308,casa
Gerónimo Guillermo Centeno Acevedo,38164241,finca
Lic. Ángel Llamas,95856672,casa
Lilia Alba,25517147,otro
Lilia Catalina Morales Zepeda,84488140,finca
Gerónimo Carlos Armenta,52962429,aparta estudio
Alfredo Uriel Córdova Hernádez,62592077,apartamento
Aldonza Bétancourt Mora,83117436,otro
Conchita Rosario Olivárez,62702740,casa
Catalina Carrión Burgos,38382047,apartamento
Socorro de Jesús,21500323,aparta estudio
Sr(a). Eva Gurule,88149645,otro
Raúl Amador Adame,98913598,otro
Ricardo Hugo Menchaca Tijerina,15128176,otro
Araceli Úrsula Quintanilla,91970280,apartamento
Samuel Armando Zapata Enríquez,67573648,otro
Carlota Aguilera Mateo,16157319,casa
Nancy Yeni Montez Flores,28219611,casa
Jorge Eugenia Garza Uribe,57227967,aparta estudio
Espartaco Delgado,49216688,finca
Adalberto Longoria,16697385,finca
Sr(a). Ángela Morales,55367708,otro
Adela Marcos Peres,71632885,otro
Mtro. Ricardo Roldán,91951740,aparta estudio
Óscar Meza,14356525,apartamento
Eloisa David Salgado,28628790,aparta estudio
Sr(a). Ignacio Carbajal,59425579,aparta estudio
Mariana Ilse Correa,82204787,aparta estudio
Zeferino Ávalos Sanches,33811168,apartamento
Flavio Fajardo,91071130,otro
Sr(a). Emilia Aguilera,52056564,apartamento
Ramiro Olivia Chapa Téllez,99756295,finca
Renato Díaz Preciado,90750007,apartamento
Mayte Cepeda,65583279,apartamento
Gregorio José Luis Soria Valdivia,66951155,otro
José Carlos Calderón Gutiérrez,14364561,aparta estudio
Vanesa Robledo,87050562,aparta estudio
Óscar Carvajal Reyes,68423466,aparta estudio
María Eugenia Isabela Cantú,73223926,otro
César Hernán Apodaca Contreras,52526341,aparta estudio
José Manuél Juan Carlos Miranda,15446022,aparta estudio
Zeferino Citlali Bétancourt Carrero,67081230,apartamento
Cristian Alfonso Téllez,51116425,aparta estudio
Jesús Luis Valdés,46558686,finca
José Emilio Rangel Galván,40142456,finca
Lourdes Arcelia Palacios,64193558,finca
Hernán Soto,97573226,otro
Alberto Sonia Parra,77473417,casa
Maximiliano Samaniego,83904420,apartamento
Daniel Apodaca,25062062,finca
Juan Teodoro Henríquez Henríquez,39922706,apartamento
Mtro. Evelio Amaya,39492303,casa
Adalberto Alta  Gracia de la Garza Santacruz,68155699,finca
Aldo Almaraz,40991845,casa
Pablo René Rangel,67633885,aparta estudio
Bernardo Rolando Tejada,41141164,casa
Dr. Hilda Figueroa,55905906,otro
Augusto Ramiro Navarro Bermúdez,40187721,apartamento
Daniel Ricardo Niño Rosas,20181270,aparta estudio
Amalia Irma Pérez Castro,73114824,casa
Ing. Salma García,83418848,finca
Alvaro Madera Córdova,89010190,otro
Sr(a). Joaquín Parra,30229885,apartamento
Tomás Gaona,39046072,otro
Lic. Clara Mojica,58102951,otro
Beatriz Itzel Madera,28850323,aparta estudio
Lucía Vela,94334416,casa
Dr. Luis Valdez,27517895,apartamento
Aldonza Loya Trejo,92059868,aparta estudio
Gerónimo Conchita Cruz,35270387,finca
Ing. Guillermo Cortés,68913038,apartamento
Mariano Loera Lerma,43884634,aparta estudio
Elsa Clara de Jesús Corrales,93928546,apartamento
Uriel Arteaga Molina,70457943,finca
Norma Claudia Arias Briseño,48272986,casa
Lic. Ariadna Calderón,42310405,casa
Mtro. Aurora Espinosa,14939947,finca
Graciela Prieto Escalante,56300986,finca
Mtro. Mariano Hidalgo,69366023,finca
Hilda Javier Orosco,89250599,otro
Lic. Rocío Cornejo,64182515,casa
Julio César Julia Arroyo,97037059,casa
Alvaro Granado,98342753,otro
Rocío Eloy Ruiz,78433235,aparta estudio
Mtro. Óscar Castañeda,83405798,apartamento
Diana Gonzalo Concepción,29528270,casa
Martín Cecilia Rivero,10368098,apartamento
Lic. Silvano de la O,96518511,otro
Genaro Alejandro Maldonado Carranza,32005390,apartamento
Alta  Gracia Bustos,75720372,otro
Omar Ana María Carrillo,29302809,finca
Florencia Patricio Quiroz,65325631,aparta estudio
Jorge Luis Negrete Aguilar,57401697,casa
Carla Quiñónez Correa,83505790,otro
Alfredo Sara Mejía,81540723,aparta estudio
Ing. Arturo Benavides,51829936,aparta estudio
Marco Antonio Adriana Cortés,82339035,aparta estudio
Perla González Cuellar,68512774,apartamento
Lorena Tejeda Madrid,24824532,finca
Javier Arcelia Santiago Gallardo,36293405,finca
Ángel Flavio Malave,26327166,apartamento
Fidel Barajas,90756382,finca
Elvira Pacheco Lovato,72778478,apartamento
Sr(a). Concepción Peres,40992718,aparta estudio
Andrés de Anda,67481848,apartamento
Gilberto Padrón Vargas,85047014,aparta estudio
Israel Roberto Bonilla,21190295,otro
Adriana Emilio Casares Marín,25999051,aparta estudio
Jos Luz Sepúlveda,60686304,otro
Miguel Ernesto Cisneros,60076955,otro
Modesto Evelio Aguirre Camarillo,41710793,apartamento
Lic. Silvia Huerta,50357075,otro
Alejandra Vega Baca,74649236,aparta estudio
Lic. Porfirio Peres,64920858,otro
Aurelio Estela Lira,94736446,aparta estudio
Amalia Arguello Montaño,78789848,apartamento
José Emilio León,47976878,otro
Miguel Mario Dávila,96628239,aparta estudio
Aldonza Laura Montez Peralta,51960968,finca
Jerónimo Ofelia Bustos,71208931,otro
Sr(a). Silvano Casares,66306788,finca
Antonia Espinosa Solano,48695867,casa
Mtro. Marcos Ríos,60392102,otro
Claudio Alejandro Colunga Griego,78571454,casa
Gustavo Galindo,67260656,apartamento
Esteban Gregorio Gonzales,15959413,apartamento
Dolores Porfirio Pantoja,19827083,finca
Gonzalo Godoy Espino,83158874,aparta estudio
José Emilio Inés Valles,91697564,apartamento
Carla Antonia Lomeli Juárez,21797144,aparta estudio
Minerva Nadia Serrano,86536163,aparta estudio
Ing. Fernando de la Crúz,34125742,otro
Octavio Badillo,36296867,finca
Victoria Diana Rivera,63362772,aparta estudio
Violeta Porras Cintrón,63108043,aparta estudio
Clara Elizondo Rael,68334100,casa
Eugenia Adán Casárez Serrato,88228068,casa
Sandra Rufino Zambrano,13588686,casa
Felipe Escamilla,58388005,finca
Adán del Río Torres,54223021,aparta estudio
Abraham Zelaya,85634699,finca
Gonzalo Munguía,83086931,aparta estudio
Evelio Nelly Estrada,44425280,apartamento
Emiliano Pulido,33144283,finca
Yeni Quiroz Muro,66400114,casa
Tania Abel Suárez Cepeda,43830781,apartamento
Ing. José Guzmán,81708014,aparta estudio
Wilfrido Altamirano,48486905,casa
Ofelia Acevedo,97876938,finca
Aida Acuña,40571320,finca
Jaime Vicente Menéndez Quintanilla,58422935,otro
Indira Alfredo Orosco,18759505,casa
Mtro. Yuridia Lemus,39169240,casa
Adán Aldonza Vigil,25214631,apartamento
Luz Dalia Lebrón,77752702,apartamento
Cristina Noelia Durán Menéndez,46341111,otro
Cristobal Bianca Escamilla Pedraza,98467552,apartamento
Gonzalo Elvia Echeverría Domínguez,27472019,casa
Sr(a). Eloy Ochoa,39033089,aparta estudio
Dr. Martha Vega,13837971,casa
Jorge Luis Porras Loera,41173646,finca
Francisca Cervantes,79435738,apartamento
Linda Magdalena Ceja Cabán,46721620,otro
Hermelinda Olivas,46276028,otro
Dr. Serafín Guardado,78322258,apartamento
Ing. Dalia Gutiérrez,84315995,otro
Mónica Miguel Ángel Manzanares Berríos,55760241,casa
Eugenio Castañeda,52851333,apartamento
Cecilia Zavala,26434905,finca
José Manuél Otero,37287284,aparta estudio
Juan Carlos Minerva Maldonado Benavides,76839808,casa
Juan Carlos Soria,98055252,apartamento
Lucas Linda Zavala,75281056,apartamento
Gerónimo Flórez Roldán,65501106,otro
Estefanía Ofelia Gamez,60345946,otro
Nadia Arcelia de la Fuente Gaona,38066388,aparta estudio
Citlali Beatriz Gaitán,22591600,finca
Susana Amelia Saucedo Alcaraz,27159646,aparta estudio
Gabino Gonzales Quintanilla,58396675,apartamento
Mariano Adela Uribe,69059240,apartamento
Jesús Bruno Solano Medrano,73179665,apartamento
Emilio Reina Frías Roybal,10085464,aparta estudio
Ricardo Juárez,91713671,finca
Minerva Centeno,56201690,casa
Joaquín Marisol Puga Valladares,83571602,finca
Octavio Aldonza Rubio Cavazos,76111509,casa
Ana Tórrez Carrero,73786373,apartamento
