nombre,edad,ocupacion,estado_civil,nivel_educativo,deudas,incumplimiento,balance,hipotecario,tarjeta_credito,medio_contacto,mes_ultimo_contacto,dia_ultimo_contacto,duracion_ultimo_contacto,contactos_realizados,resultado_ultima_campana,prestamo_personal,identificacion,tipo_vivienda
Adalberto Hernádez Armas,62,estudiante,casado,ninguno,si,no,632733,si,no,celular,ene,1,107,916,inexistente,ninguno,17848568,apartamento
Dr. Eduardo Olmos,32,técnico,viudo,otro,si,si,127269,si,no,otro,ene,21,632,273,fracaso,si,53422770,otro
Eloy Joaquín de la Crúz,46,jubilado,viudo,secundaria,si,si,975105,no,no,otro,sep,26,5,434,otro,ninguno,19880093,finca
Ramiro Estrada,76,gerente,soltero,secundaria,si,no,496494,no,si,telefono fijo,jun,19,826,72,inexistente,ninguno,32011214,apartamento
Natividad Leiva,84,estudiante,viudo,tecnica,si,si,356465,si,no,otro,nov,31,813,316,fracaso,no,46758847,casa
Amanda Augusto Sauceda,44,desconocido,soltero,primaria,no,si,983978,si,si,celular,feb,10,341,460,otro,si,16699395,otro
Elena Marisol Juárez Martínez,80,desconocido,casado,tecnica,no,si,870679,no,no,telefono fijo,ene,2,567,194,exitoso,ninguno,93191893,apartamento
Serafín Castro,56,independiente,viudo,secundaria,no,si,617719,si,si,celular,ene,12,866,667,inexistente,no,75720190,aparta estudio
Leticia Pascual Mascareñas,31,gerente,divorciado,otro,si,si,812242,si,si,otro,mar,17,354,363,inexistente,ninguno,41387993,casa
Mtro. Mitzy Cordero,87,otro,divorciado,maestria,no,no,591726,si,no,celular,nov,2,395,542,fracaso,ninguno,87215319,otro
Fernando Lugo Feliciano,55,emprendedor,viudo,secundaria,si,si,557356,no,no,telefono fijo,mar,14,16,166,exitoso,ninguno,31832952,otro
Santiago Fierro Solorio,27,estudiante,divorciado,otro,no,si,125888,si,no,telefono fijo,sep,8,735,254,fracaso,si,48120507,apartamento
René Gregorio Roldán,80,técnico,viudo,tecnica,no,no,725013,si,no,telefono fijo,ago,12,546,155,fracaso,no,72352972,apartamento
Dr. Alvaro González,38,admin,viudo,secundaria,si,no,534432,si,si,otro,feb,5,97,675,otro,si,95492437,apartamento
Estefanía Soria Alva,51,otro,casado,tecnica,no,si,797479,si,no,telefono fijo,ene,28,898,209,otro,ninguno,92224129,aparta estudio
Mtro. Rebeca Berríos,44,otro,casado,tecnica,si,no,835186,si,si,telefono fijo,nov,3,191,698,fracaso,no,32129378,otro
Francisco Javier Mejía,75,jubilado,soltero,otro,no,si,834186,si,si,telefono fijo,may,3,41,31,inexistente,si,92582899,apartamento
Camilo Hilda Guillen,70,independiente,viudo,posgrado,si,no,583476,si,no,telefono fijo,jun,8,726,705,exitoso,no,22265406,aparta estudio
Esperanza Nelly Castellanos,58,estudiante,divorciado,maestria,no,no,891089,no,si,celular,jun,26,564,476,otro,ninguno,55082803,casa
Cristina Carla Meza,53,obrero,viudo,otro,si,no,904297,si,si,otro,oct,18,667,656,inexistente,si,87532509,otro
Sr(a). Jaqueline Lucio,56,emprendedor,viudo,secundaria,no,si,372823,si,si,telefono fijo,mar,2,990,176,inexistente,ninguno,13174086,aparta estudio
Frida Ceja,35,admin,divorciado,universitaria,si,si,771976,si,si,telefono fijo,oct,23,607,998,exitoso,no,16768557,casa
Federico Sandra Angulo Fajardo,46,desempleado,divorciado,universitaria,si,si,828299,no,no,otro,jul,21,106,597,exitoso,ninguno,95796681,otro
Abigail Carmen Pantoja,68,servicios,viudo,tecnica,no,no,522992,no,no,otro,mar,19,696,403,otro,si,46410204,otro
Nicolás Abril Osorio,20,obrero,casado,tecnologia,no,si,673183,si,si,telefono fijo,jun,19,944,283,,ninguno,10209693,aparta estudio
Minerva Calvillo Olivo,38,desconocido,soltero,doctorado,no,si,58196,si,si,telefono fijo,feb,3,962,707,exitoso,no,36909993,casa
Alfonso Leonel Enríquez,51,desconocido,casado,ninguno,no,no,102455,si,no,otro,feb,15,66,783,inexistente,si,37645341,otro
Alberto Elias Mascareñas,27,obrero,viudo,tecnologia,no,no,154738,no,no,telefono fijo,jun,11,334,498,exitoso,ninguno,36540795,finca
Mtro. Eugenio Llamas,40,emprendedor,soltero,primaria,no,no,591073,no,no,telefono fijo,jun,14,254,106,inexistente,no,19446470,finca
Ing. Dalia Almonte,26,obrero,viudo,primaria,si,no,160050,si,no,otro,nov,28,273,571,otro,si,60255187,otro
Laura Norma Botello,84,otro,soltero,ninguno,no,no,558073,no,si,otro,jun,16,914,919,exitoso,si,97919988,otro
Iván Zayas,33,técnico,soltero,secundaria,si,si,821256,no,si,otro,dic,27,897,962,inexistente,no,55627582,casa
Isabela Zelaya Dávila,22,otro,viudo,doctorado,no,si,652540,no,no,otro,mar,24,174,915,fracaso,si,40614601,casa
Dulce María Guillen,46,obrero,viudo,universitaria,no,si,164008,si,no,otro,ago,27,874,619,,no,52260601,apartamento
María Luisa Ocasio Nieves,47,jubilado,casado,ninguno,no,no,191195,si,si,celular,nov,25,40,130,fracaso,no,61137371,otro
Lic. Paola Rodríguez,67,obrero,soltero,otro,si,si,127924,si,no,otro,nov,8,373,33,fracaso,no,23721028,aparta estudio
Abril Palomo Quiñones,50,desempleado,divorciado,universitaria,no,no,661143,no,si,otro,ene,10,985,685,fracaso,ninguno,19957044,apartamento
Francisca Esmeralda Pizarro Rascón,51,técnico,soltero,tecnica,si,no,619359,no,no,otro,sep,10,617,556,fracaso,no,73075218,aparta estudio
David Emilio Hinojosa,32,otro,divorciado,ninguno,no,si,193402,no,si,celular,may,3,791,115,inexistente,ninguno,18762341,otro
Frida Espinoza,65,gerente,casado,doctorado,si,no,490870,no,si,celular,feb,15,175,73,exitoso,ninguno,60009660,otro
Ing. Cynthia Rodríquez,85,obrero,casado,primaria,si,si,781434,si,no,telefono fijo,mar,11,17,838,exitoso,si,80634688,aparta estudio
Espartaco Casares Ramírez,52,gerente,viudo,ninguno,no,no,31794,no,si,telefono fijo,abr,3,119,347,otro,si,28843728,apartamento
Leonor José Carlos Aguilar,73,servicios,soltero,otro,no,si,397903,no,si,celular,abr,25,912,647,otro,si,97223785,otro
Nadia Nava Salgado,84,emprendedor,viudo,doctorado,si,si,152601,no,si,telefono fijo,ene,2,852,869,fracaso,si,92239642,casa
Mateo David Botello,58,independiente,divorciado,posgrado,no,no,288611,si,no,otro,ago,14,812,242,exitoso,ninguno,97927730,otro
Helena Barrientos,36,admin,divorciado,doctorado,no,si,591832,si,si,telefono fijo,feb,31,185,685,,si,59088284,finca
Mtro. Noelia Rincón,65,servicios,viudo,ninguno,si,no,923738,no,si,otro,dic,22,3,341,exitoso,ninguno,70305691,otro
Juan Carlos Viera Melgar,47,estudiante,divorciado,primaria,si,si,319650,no,si,otro,nov,12,458,999,otro,ninguno,48099358,apartamento
Aldonza Mercedes Tejeda,43,estudiante,divorciado,doctorado,no,si,520036,no,si,telefono fijo,mar,20,360,661,fracaso,si,23461126,aparta estudio
Luisa del Río,72,otro,divorciado,tecnica,no,si,379995,no,si,celular,jul,19,630,797,otro,si,29977268,finca
Lucía Canales,73,jubilado,casado,posgrado,si,si,796548,no,si,telefono fijo,mar,12,168,333,otro,si,30234441,apartamento
Mtro. Aida Sarabia,41,independiente,divorciado,posgrado,si,si,71423,no,si,celular,jul,6,801,912,inexistente,si,84103480,apartamento
Amalia Benavídez Flórez,54,obrero,soltero,tecnica,no,si,283934,no,si,telefono fijo,sep,6,911,247,otro,si,20238462,apartamento
Bruno Meraz Solís,62,gerente,viudo,universitaria,no,no,212894,si,no,celular,nov,8,551,451,otro,si,33158026,finca
Natalia Gabino Casares,63,independiente,viudo,doctorado,no,no,928831,no,no,otro,nov,10,375,9,exitoso,no,30096787,finca
Dr. Amanda Solorio,35,obrero,viudo,secundaria,no,si,993233,no,no,otro,jun,25,519,769,fracaso,si,36519847,casa
Diana Cornelio Alcaraz Pedraza,43,técnico,viudo,doctorado,si,si,382850,si,si,telefono fijo,feb,29,291,272,,si,39473248,apartamento
Lourdes Ilse Cintrón,70,emprendedor,casado,otro,si,no,677196,si,si,telefono fijo,nov,24,318,458,fracaso,no,59123385,apartamento
Patricio Madrigal Espinal,31,gerente,divorciado,primaria,no,no,208593,no,no,telefono fijo,abr,17,981,767,otro,no,75385120,otro
Esparta Mateo Valverde,83,técnico,soltero,ninguno,no,si,345392,si,si,otro,sep,24,618,825,otro,no,59722364,finca
Benjamín Irene Valenzuela,25,gerente,casado,ninguno,no,si,101195,si,no,telefono fijo,jun,21,636,798,fracaso,no,38129022,finca
Lic. Alfonso Valdés,31,otro,viudo,otro,no,si,468328,si,no,otro,may,10,551,866,exitoso,ninguno,86775299,apartamento
Gerónimo Aurelio García Lira,52,desconocido,casado,otro,si,si,634548,si,si,celular,feb,24,571,555,exitoso,si,19235819,finca
Sonia Mitzy Puga Olivárez,49,técnico,viudo,universitaria,si,si,474945,si,si,celular,mar,2,306,571,inexistente,ninguno,23705241,casa
Emilio Miguel Cintrón Gurule,68,admin,divorciado,doctorado,no,si,977706,no,no,celular,oct,6,701,849,inexistente,si,60507740,finca
Silvia Aparicio Gaytán,29,técnico,divorciado,universitaria,si,no,991788,si,si,telefono fijo,oct,13,641,414,inexistente,ninguno,26563505,aparta estudio
Lic. Reina Loya,60,desempleado,casado,doctorado,no,no,901675,no,si,celular,sep,6,484,742,exitoso,no,60871269,apartamento
Julio César Concepción Cabrera,36,técnico,divorciado,primaria,si,no,549149,si,no,telefono fijo,abr,28,219,834,otro,ninguno,48327202,otro
Dr. Joaquín Laureano,27,obrero,casado,ninguno,si,no,158699,si,si,celular,feb,27,1,796,exitoso,no,87877545,aparta estudio
Bernabé Jacinto Jurado Sisneros,65,estudiante,viudo,universitaria,no,si,831229,no,si,celular,jun,13,136,784,exitoso,ninguno,81853305,finca
Hernán Guillermo Centeno,28,desconocido,viudo,maestria,no,no,307192,no,si,telefono fijo,ene,5,300,313,fracaso,no,61235294,aparta estudio
Lic. Espartaco Alemán,28,independiente,viudo,maestria,si,si,785815,si,no,otro,ago,28,375,609,fracaso,si,33944269,casa
Delia Dávila,54,jubilado,casado,doctorado,no,si,820295,si,no,otro,may,5,610,224,exitoso,no,41938696,otro
Noelia Ana Luisa Pizarro Urrutia,30,servicios,viudo,primaria,si,no,665704,no,no,celular,abr,24,52,394,otro,no,62812566,aparta estudio
Fidel Romo,32,estudiante,soltero,primaria,no,no,917400,si,no,otro,abr,25,65,679,fracaso,si,42671293,aparta estudio
Lic. Leonor González,43,independiente,casado,primaria,si,no,861801,si,si,telefono fijo,ene,18,676,940,,si,63442836,finca
Rodolfo Salcedo Curiel,53,obrero,viudo,ninguno,si,no,890208,si,no,telefono fijo,ene,7,110,959,exitoso,si,75208209,finca
Natividad Hermelinda Collazo,83,independiente,divorciado,otro,si,si,305441,no,no,otro,ene,10,755,336,otro,no,15786494,casa
Fernando Jaime Garza,33,independiente,casado,posgrado,no,no,106555,si,no,celular,feb,30,173,600,exitoso,ninguno,56251317,finca
Lorena Gabino Cervantes Ureña,54,admin,divorciado,ninguno,si,no,15687,no,no,telefono fijo,mar,6,621,761,fracaso,si,38306472,aparta estudio
Sr(a). Débora Olivares,33,otro,divorciado,tecnica,si,si,789804,no,si,telefono fijo,dic,18,371,451,exitoso,si,41435995,otro
José Carlos Abigail Toledo,42,desconocido,casado,secundaria,no,no,735652,no,si,telefono fijo,dic,9,469,298,otro,no,73983471,casa
Amanda Esparza,67,servicios,divorciado,doctorado,no,no,898010,si,no,celular,may,18,570,914,exitoso,si,81167467,apartamento
Lic. José Carlos Miranda,65,estudiante,casado,universitaria,no,no,37768,no,si,telefono fijo,ene,27,387,715,exitoso,si,79013886,otro
Leonel Ernesto Ortiz Posada,84,independiente,casado,secundaria,no,no,762234,no,no,telefono fijo,oct,18,63,465,otro,ninguno,58002830,aparta estudio
Julio Asunción Esquivel,43,desconocido,casado,secundaria,no,si,461699,si,si,otro,jun,23,736,306,otro,no,94246811,finca
Ing. Santiago Vásquez,42,obrero,soltero,secundaria,si,no,506260,no,si,telefono fijo,may,30,956,771,fracaso,ninguno,85086797,casa
Raquel Sierra Aguirre,71,técnico,soltero,otro,no,si,542032,si,si,celular,ene,28,130,640,otro,no,38887975,casa
Arturo Wendolin Menchaca,63,gerente,viudo,primaria,no,si,77769,no,no,telefono fijo,mar,11,533,106,otro,si,54376542,aparta estudio
Abril Jaimes,75,gerente,divorciado,ninguno,no,no,110060,si,si,celular,mar,16,383,549,fracaso,ninguno,59056372,finca
Abigail Burgos Mondragón,84,otro,divorciado,maestria,si,no,176209,si,si,otro,mar,14,434,616,exitoso,si,89424835,otro
Mtro. Teodoro Mercado,79,otro,divorciado,tecnica,no,si,744448,si,si,otro,abr,14,751,448,exitoso,si,87853426,finca
Jos Rentería,43,estudiante,casado,universitaria,si,no,833086,si,no,telefono fijo,sep,18,684,995,exitoso,no,34823747,casa
Guillermo Salma Trujillo Marín,66,servicios,viudo,universitaria,no,si,47885,si,si,telefono fijo,jun,24,206,0,otro,no,41737016,otro
Eloy Flórez,66,técnico,divorciado,primaria,si,no,622542,no,no,celular,dic,1,373,420,inexistente,si,96202822,aparta estudio
Anel Rentería Molina,32,desconocido,soltero,otro,no,si,103328,si,no,otro,abr,24,709,325,otro,ninguno,22807421,casa
Lic. Jacobo Jaimes,53,otro,casado,secundaria,si,no,467524,si,no,otro,ago,29,405,339,fracaso,no,79455377,apartamento
Lic. Hermelinda Melgar,90,obrero,soltero,doctorado,si,si,559920,no,no,telefono fijo,nov,8,98,229,exitoso,no,65930318,otro
Natividad Perla del Río,27,admin,casado,primaria,si,no,669467,si,si,telefono fijo,ago,9,142,207,fracaso,ninguno,10799447,finca
Irene Gutiérrez,64,emprendedor,viudo,primaria,no,no,469436,si,no,telefono fijo,oct,18,80,277,fracaso,si,56269110,casa
Emilio Muñoz,24,estudiante,divorciado,universitaria,no,no,706276,no,no,celular,oct,4,711,198,fracaso,no,79731114,casa
Aida Enrique Abrego,49,desconocido,divorciado,primaria,si,no,531377,si,si,telefono fijo,abr,30,541,311,otro,ninguno,43409344,casa
Ruby Prieto,56,independiente,soltero,doctorado,si,si,486417,no,no,otro,oct,26,26,272,exitoso,ninguno,73794673,finca
María del Carmen Hernandes Brito,90,servicios,soltero,universitaria,si,no,40687,no,si,telefono fijo,mar,23,4,423,exitoso,si,41021362,apartamento
Mtro. Augusto Palacios,27,estudiante,soltero,secundaria,si,si,266735,si,si,celular,feb,5,171,993,exitoso,si,78080367,casa
Ruby Nelly Corrales,81,jubilado,viudo,secundaria,si,si,650749,si,si,celular,ene,19,970,692,inexistente,no,84220138,apartamento
Esmeralda Soliz,70,técnico,soltero,universitaria,si,no,239910,si,si,celular,jun,15,6,626,exitoso,no,49655438,apartamento
Claudia Toledo Salazar,21,desconocido,casado,tecnica,si,no,787528,si,si,celular,jul,3,670,91,inexistente,ninguno,38632948,casa
Mtro. Andrea Molina,21,gerente,casado,primaria,si,no,833039,no,no,celular,jul,28,77,209,otro,si,78377515,casa
Augusto Ángel Enríquez Nazario,28,gerente,divorciado,posgrado,no,si,343051,si,no,celular,nov,30,10,414,inexistente,ninguno,99924601,casa
Dr. Frida Villalobos,32,independiente,divorciado,tecnica,si,no,855973,no,no,telefono fijo,nov,15,338,792,otro,ninguno,21404511,finca
Andrés Jerónimo Torres Crespo,27,jubilado,viudo,otro,si,no,425411,no,no,celular,mar,18,365,439,exitoso,ninguno,18624206,aparta estudio
Francisca Miriam Granado,70,gerente,casado,secundaria,si,no,605510,no,no,celular,dic,7,425,37,fracaso,ninguno,27818979,otro
Dr. Ramiro Jimínez,59,técnico,casado,primaria,no,si,980898,si,no,celular,feb,17,640,858,inexistente,ninguno,93615763,otro
Óliver Omar Grijalva,70,jubilado,viudo,doctorado,si,si,267808,no,si,celular,jun,24,673,43,otro,si,95167318,otro
Claudio Alvarado de la Garza,36,desempleado,casado,primaria,no,no,919989,si,no,celular,jul,4,274,709,fracaso,si,52075554,casa
Ilse Heredia,85,estudiante,casado,tecnologia,no,no,641509,no,no,otro,may,25,937,833,otro,si,25696107,aparta estudio
Rodolfo José Manuél Valentín,45,estudiante,soltero,posgrado,no,no,181400,si,si,celular,may,20,289,210,exitoso,no,18804312,aparta estudio
Guillermina Ricardo Curiel Nájera,59,técnico,casado,secundaria,si,si,964183,no,no,otro,nov,8,57,417,,ninguno,19489977,otro
Ángela Bermúdez Montemayor,65,desempleado,divorciado,doctorado,si,si,344158,si,si,otro,jun,8,267,237,inexistente,ninguno,72246899,apartamento
Catalina Fajardo Correa,28,técnico,soltero,doctorado,si,no,145642,no,no,otro,mar,12,500,822,exitoso,no,50626759,casa
Lic. Estela Magaña,64,desempleado,casado,doctorado,no,no,716986,si,si,otro,jul,23,686,345,inexistente,ninguno,32943657,casa
Jaime Rael,84,emprendedor,divorciado,secundaria,si,si,833404,si,no,telefono fijo,jul,18,877,757,exitoso,si,18398336,aparta estudio
Elisa Agustín Baca Prieto,74,estudiante,casado,universitaria,si,no,615406,si,si,telefono fijo,dic,17,314,912,exitoso,no,37564926,finca
Abraham Reina Acevedo,81,independiente,viudo,tecnologia,si,no,656235,si,si,otro,may,12,148,36,fracaso,si,77095068,otro
Porfirio Espino Solís,57,técnico,soltero,universitaria,no,no,586223,no,no,celular,sep,12,688,72,otro,no,42678699,finca
Susana Mauricio Ocasio,87,estudiante,soltero,universitaria,si,no,902442,si,si,otro,jul,25,192,692,fracaso,ninguno,68770294,otro
Sr(a). Delia Lomeli,48,jubilado,casado,universitaria,si,no,148790,no,no,otro,mar,16,807,555,exitoso,no,53720908,aparta estudio
Esperanza Salinas Menchaca,24,obrero,divorciado,tecnica,si,si,354431,si,si,telefono fijo,feb,5,334,803,exitoso,ninguno,89717861,apartamento
Sr(a). Susana Quiñónez,27,desempleado,viudo,tecnologia,si,no,431573,no,si,otro,jun,27,675,613,otro,no,57274571,otro
Jonás Eva Mercado Carrión,41,admin,viudo,primaria,si,si,807664,no,no,otro,jul,7,708,582,exitoso,si,83312862,apartamento
Natividad Berríos Hurtado,48,desempleado,divorciado,tecnologia,si,no,859774,no,no,telefono fijo,jun,26,323,276,inexistente,si,20303144,aparta estudio
Karla Julio César Lebrón Figueroa,36,servicios,casado,tecnica,no,si,768,si,no,celular,nov,8,388,927,inexistente,si,50414139,otro
Sergio Patricio Soliz Haro,75,obrero,divorciado,doctorado,si,no,552271,si,si,otro,abr,9,281,70,exitoso,ninguno,76872988,casa
Wendolin Arevalo,64,gerente,divorciado,universitaria,si,si,371892,no,no,celular,nov,12,909,966,exitoso,ninguno,74179997,casa
Eduardo Quezada,41,otro,soltero,otro,si,si,839922,no,no,otro,jul,9,565,129,fracaso,si,56768015,finca
Julio Villaseñor,32,otro,casado,universitaria,si,no,503128,no,no,otro,oct,14,227,13,otro,no,74892034,apartamento
Ana Luisa Baeza,62,estudiante,divorciado,tecnica,no,no,760699,si,no,celular,ago,18,112,220,otro,ninguno,51691718,finca
Jacinto Nancy Echeverría,76,admin,soltero,universitaria,si,no,296827,si,no,celular,sep,8,763,904,fracaso,ninguno,98718372,otro
Jacinto Timoteo Osorio,73,otro,viudo,otro,no,si,36030,si,no,celular,jul,27,679,316,exitoso,no,85550537,casa
Noelia Susana Rodríquez Malave,77,servicios,casado,doctorado,si,no,517351,no,no,telefono fijo,feb,9,195,535,otro,no,75176755,aparta estudio
Enrique Uribe Padilla,50,estudiante,divorciado,tecnologia,si,no,709481,no,si,celular,sep,16,338,731,exitoso,no,43202092,casa
Joaquín Minerva Carrasco,29,servicios,divorciado,tecnologia,no,si,43896,si,si,celular,oct,31,219,966,exitoso,no,89362507,casa
Sr(a). Leonel Jáquez,71,emprendedor,divorciado,ninguno,si,si,449059,no,si,otro,jul,4,277,249,inexistente,ninguno,68708967,aparta estudio
Nayeli Luisa Valenzuela,36,admin,casado,universitaria,si,si,5628,no,si,telefono fijo,ago,24,437,946,otro,no,42998406,casa
Estela Cecilia Villalpando,77,otro,casado,secundaria,no,no,233986,no,si,telefono fijo,jul,15,946,296,inexistente,ninguno,26899877,aparta estudio
Abril Carvajal,55,técnico,divorciado,secundaria,no,no,488136,si,no,telefono fijo,feb,23,166,554,inexistente,ninguno,63892910,casa
Rocío Almanza Manzanares,62,independiente,soltero,posgrado,no,no,934574,no,si,otro,nov,29,624,21,exitoso,ninguno,98188376,apartamento
Genaro Violeta de Jesús Montaño,64,otro,divorciado,ninguno,no,si,912140,no,no,celular,mar,4,897,196,otro,si,41726294,casa
Alejandro Camarillo Galarza,35,admin,soltero,tecnica,si,no,846032,no,si,celular,feb,27,993,606,exitoso,ninguno,85985451,apartamento
Dr. Raúl Grijalva,18,técnico,casado,tecnica,si,si,974126,si,si,celular,abr,22,904,503,otro,si,82469646,otro
Lic. Yolanda Alemán,82,estudiante,divorciado,maestria,si,no,846399,no,no,otro,jul,31,630,552,exitoso,no,60675004,apartamento
Verónica Beltrán,18,obrero,soltero,tecnologia,no,si,238426,no,no,otro,jul,14,941,534,otro,ninguno,11395878,otro
Fernando Antonia Gálvez,65,servicios,casado,secundaria,si,no,221184,si,no,celular,abr,25,815,325,inexistente,si,54145562,aparta estudio
Nayeli Córdova Arriaga,27,obrero,casado,secundaria,no,si,821278,no,si,telefono fijo,may,19,642,695,inexistente,no,99678041,aparta estudio
Aldo Laura Holguín,23,desconocido,divorciado,primaria,no,si,967432,si,no,telefono fijo,mar,28,269,197,otro,no,33097666,casa
Julio Tafoya Sevilla,54,independiente,casado,primaria,no,no,164302,no,si,otro,sep,16,878,962,fracaso,no,51489556,aparta estudio
