nombre,edad,ocupacion,estado_civil,nivel_educativo,deudas,incumplimiento,balance,hipotecario,tarjeta_credito,medio_contacto,mes_ultimo_contacto,dia_ultimo_contacto,duracion_ultimo_contacto,contactos_realizados,resultado_ultima_campana,prestamo_personal
Olivia Patricio Almanza,80,,divorciado,,no,si,278890,si,no,otro,jul,28,446,904,fracaso,no
Juan Carlos Úrsula Ledesma Angulo,19,técnico,viudo,maestria,si,si,789933,no,si,telefono fijo,ene,25,434,51,,no
Josefina Alarcón Carrero,19,emprendedor,divorciado,posgrado,no,si,936856,si,si,celular,jul,10,244,761,otro,si
Arturo Quiñones Estrada,23,técnico,divorciado,secundaria,no,si,20874,no,si,otro,ene,16,125,134,fracaso,si
Caridad Mora,24,obrero,viudo,otro,si,no,75092,si,no,,may,11,51,698,fracaso,no
Eloy Caballero,550,servicios,soltero,ninguno,no,si,833110,si,si,otro,jun,27,357,912,inexistente,ninguno
Fidel Eduardo Cuellar Cortez,67,otro,casado,doctorado,si,si,639180,no,si,otro,oct,9,499,702,otro,ninguno
Natividad Ordóñez,56,servicios,viudo,otro,si,si,940415,no,si,,mar,29,866,729,exitoso,ninguno
Camilo Barreto,36,otro,casado,doctorado,si,si,287406,si,si,telefono fijo,jul,17,954,442,,no
Estela Berríos Alfaro,38,independiente,casado,universitaria,no,no,598332,no,no,,mar,18,4,933,fracaso,ninguno
Alvaro Antonia Cervantes,46,jubilado,divorciado,tecnica,no,no,929456,si,si,celular,jun,24,137,24,fracaso,no
Mercedes Benítez Villarreal,84,gerente,divorciado,secundaria,no,no,296658,no,no,celular,mar,29,206,56,otro,si
Gabriela Sepúlveda,41,independiente,divorciado,tecnica,si,no,17609,si,no,celular,mar,3,556,253,fracaso,si
Ing. Isabel Garica,63,estudiante,divorciado,tecnica,no,no,384236,no,no,,mar,14,702,931,,ninguno
Miguel Pacheco Arenas,300,servicios,divorciado,primaria,no,si,54979,no,si,telefono fijo,mar,13,734,765,inexistente,no
Pascual Angulo,47,desconocido,viudo,secundaria,si,si,421220,si,si,otro,nov,29,514,362,fracaso,si
Frida Úrsula Sepúlveda,36,emprendedor,soltero,secundaria,no,no,459280,si,si,celular,ene,8,514,598,,si
María Elena Samuel Holguín Rangel,35,jubilado,soltero,ninguno,si,si,945805,no,no,celular,ago,13,724,594,otro,si
María José Manzanares Escobar,55,servicios,divorciado,tecnologia,no,no,92339,si,no,telefono fijo,ago,5,892,127,,ninguno
Óscar Octavio Bravo Toledo,35,jubilado,soltero,,no,no,836611,no,si,otro,sep,23,587,197,otro,si
Rosa Orosco Sáenz,62,otro,divorciado,tecnica,no,si,343781,si,no,,ene,29,866,291,otro,no
Héctor Zoé Laureano Velásquez,82,estudiante,viudo,primaria,si,si,265801,no,si,,mar,8,325,461,fracaso,ninguno
Timoteo Verdugo Navarrete,400,gerente,viudo,primaria,si,si,737054,no,no,otro,dic,31,901,281,fracaso,no
Carmen Linares,73,estudiante,viudo,otro,no,no,515038,no,no,otro,jul,28,555,298,otro,ninguno
Samuel Cristian Rosario,650,independiente,viudo,posgrado,si,si,457896,si,si,,jul,22,138,484,exitoso,no
Indira Esperanza Espinal Alvarez,95,servicios,soltero,ninguno,no,si,111655,no,si,otro,oct,13,680,251,inexistente,no
Alonso Gaona Zepeda,83,admin,casado,primaria,no,si,84219,no,no,otro,oct,9,187,999,inexistente,si
Martín Ángel Corral,20,independiente,viudo,secundaria,no,si,19689,si,si,telefono fijo,nov,8,87,441,exitoso,no
Rufino Muñiz Bétancourt,45,admin,divorciado,secundaria,si,si,666385,no,no,,ago,15,357,871,inexistente,no
Linda Aguilera,84,independiente,soltero,tecnica,no,no,494780,no,si,celular,dic,8,239,582,,ninguno
Susana León,350,estudiante,casado,tecnica,no,si,244722,no,si,telefono fijo,dic,29,145,997,inexistente,si
Jorge Linares,76,técnico,viudo,doctorado,si,no,112423,no,no,celular,mar,29,432,947,,no
Nelly Lozada,62,desconocido,soltero,primaria,no,no,613742,si,si,celular,feb,9,83,921,fracaso,no
Lic. Agustín Alcaraz,51,independiente,viudo,otro,si,no,932512,si,si,celular,ago,26,431,410,otro,si
Rodrigo Bravo Vega,300,desempleado,casado,tecnologia,si,no,134652,si,no,,abr,1,94,780,fracaso,si
Emiliano Cardenas Borrego,29,jubilado,casado,ninguno,no,si,802719,si,no,telefono fijo,ago,11,487,524,otro,ninguno
Karla Israel Puga Heredia,52,emprendedor,casado,secundaria,no,si,100178,no,si,telefono fijo,mar,15,576,703,otro,si
Sr(a). Nicolás Vásquez,63,obrero,viudo,maestria,si,si,742267,si,si,,jun,18,647,500,otro,no
Benjamín Graciela Alvarado,64,jubilado,casado,otro,no,no,553323,no,no,otro,jun,12,122,365,fracaso,si
Marco Antonio Salgado,85,independiente,divorciado,,no,si,965923,si,no,celular,ene,30,730,384,fracaso,si
Silvia Camilo Ramos Calderón,81,gerente,divorciado,ninguno,no,no,244994,no,no,telefono fijo,oct,24,728,599,inexistente,si
Ing. Jerónimo Apodaca,61,otro,casado,tecnologia,no,no,123022,no,si,,may,19,378,559,otro,no
Alvaro Reyna Barrientos,60,,viudo,secundaria,si,si,983944,si,no,,sep,28,842,17,otro,si
Esmeralda Carolina Granados Pineda,90,otro,soltero,otro,no,no,618454,si,si,,jul,22,299,105,otro,no
Luis Manuel Olivo,42,admin,divorciado,maestria,si,si,488821,si,si,,oct,14,776,259,otro,ninguno
Agustín Urrutia,32,desempleado,casado,posgrado,no,no,412790,si,si,celular,abr,21,907,70,,no
Marisela Madrid,61,desconocido,divorciado,tecnica,si,si,328743,si,no,telefono fijo,jul,30,704,824,exitoso,si
María Cristina Calderón Casas,42,estudiante,divorciado,primaria,si,si,616371,no,si,celular,sep,8,672,230,exitoso,ninguno
Marcela Baeza Luna,30,otro,casado,tecnica,si,no,848338,no,no,celular,dic,12,170,283,exitoso,no
Óliver Frida Quiñónez Melgar,35,emprendedor,casado,universitaria,si,si,917411,no,si,telefono fijo,may,10,475,299,inexistente,no
Ing. Arcelia Ocasio,37,emprendedor,soltero,ninguno,si,si,742595,no,si,telefono fijo,abr,24,594,963,exitoso,ninguno
Angélica Flavio Montes Alcaraz,350,gerente,divorciado,universitaria,no,no,500008,si,no,otro,ene,4,299,128,fracaso,no
Sandra Garica,550,desempleado,casado,otro,si,si,960739,no,si,celular,sep,16,864,148,exitoso,no
Ernesto Omar Miranda,57,emprendedor,casado,,si,no,149373,si,no,telefono fijo,oct,20,347,735,otro,si
Magdalena Fernando Luevano,39,desempleado,soltero,tecnica,no,si,309428,no,no,celular,oct,16,729,833,,no
Patricio Salazar,37,obrero,soltero,secundaria,no,si,298800,si,no,,jun,9,842,925,fracaso,si
Rafaél Rael,39,jubilado,soltero,posgrado,si,si,864802,si,no,celular,sep,1,974,203,exitoso,ninguno
Uriel Cintrón,83,gerente,divorciado,primaria,no,si,96488,si,no,celular,mar,14,869,281,fracaso,no
Juan Carlos Clara Flores,73,desconocido,soltero,posgrado,si,no,198760,no,no,,dic,27,931,81,,ninguno
Estela Benavides Solano,77,técnico,soltero,otro,si,no,518067,no,no,telefono fijo,jul,26,392,702,inexistente,ninguno
Mtro. Ángela Santillán,600,,casado,,si,si,654979,si,no,telefono fijo,jun,4,915,334,inexistente,no
Dr. Iván Corral,68,servicios,viudo,maestria,si,no,110933,no,si,,sep,26,293,210,,ninguno
Alma Téllez,82,independiente,soltero,posgrado,no,si,595833,si,no,otro,ene,2,632,732,inexistente,ninguno
Mtro. Lourdes Jimínez,39,desconocido,divorciado,universitaria,no,si,299896,no,si,,ago,13,346,110,otro,no
Abigail Soria Mena,55,obrero,divorciado,ninguno,si,no,891530,no,no,telefono fijo,jul,3,357,815,,si
Indira Padilla Valladares,550,servicios,soltero,,no,no,412129,no,no,telefono fijo,mar,2,383,774,exitoso,ninguno
Eric Gerónimo Godínez,87,gerente,casado,,no,no,540127,si,no,,nov,13,338,753,exitoso,si
Homero Mota Enríquez,83,gerente,casado,posgrado,si,si,579629,si,no,otro,mar,7,756,853,inexistente,ninguno
Irma Aldonza Alarcón Arriaga,63,jubilado,divorciado,doctorado,si,si,729866,no,no,,jun,24,330,48,,no
Soledad Rolón Vaca,63,estudiante,viudo,,si,si,318132,si,si,otro,oct,10,622,586,inexistente,ninguno
María José Antonio Cardona Pedroza,27,admin,soltero,universitaria,si,si,159700,no,si,celular,jul,17,961,492,fracaso,no
Mayte Zacarías Zayas Colunga,82,desconocido,divorciado,,si,si,49703,no,no,,feb,14,495,999,exitoso,ninguno
Fernando Ceballos,500,desempleado,divorciado,universitaria,si,si,41602,no,si,telefono fijo,abr,20,572,253,fracaso,si
Blanca Quintero,31,servicios,soltero,ninguno,si,no,491622,no,si,celular,nov,8,653,725,otro,si
Fabiola Bustos,22,otro,viudo,secundaria,no,si,380875,no,no,,jun,24,415,316,inexistente,no
Lic. Celia Villagómez,350,otro,viudo,posgrado,si,no,176540,si,si,otro,may,9,800,905,fracaso,ninguno
María Luisa Duarte,60,estudiante,viudo,tecnologia,no,si,822384,si,si,telefono fijo,nov,19,588,602,inexistente,si
Ing. Ana Guardado,48,servicios,soltero,,si,si,77271,no,no,otro,ene,6,810,176,inexistente,no
Alfredo Ramón Pabón Baeza,76,emprendedor,casado,tecnica,si,si,919909,si,no,,dic,19,847,877,otro,no
Ernesto Pamela González Muro,31,admin,soltero,tecnologia,no,no,58546,si,no,telefono fijo,oct,24,732,895,,no
Abril Marco Antonio Arellano,83,admin,divorciado,tecnica,no,no,914364,no,si,celular,oct,25,147,75,otro,no
José de la Crúz Ibarra,52,servicios,casado,tecnologia,si,no,117814,no,si,telefono fijo,feb,29,768,14,exitoso,si
María Eugenia Benito Villagómez,80,técnico,soltero,tecnologia,no,si,105621,no,no,otro,ene,26,92,580,inexistente,si
Martín Díaz,82,servicios,soltero,ninguno,si,no,125149,no,no,,ago,18,362,983,exitoso,no
Mtro. Mariano Amaya,23,,casado,ninguno,no,no,269166,si,si,otro,sep,17,711,498,fracaso,si
Anabel Bétancourt Salas,300,,casado,tecnica,no,si,232452,si,no,telefono fijo,abr,28,812,671,,ninguno
Zeferino Vicente Aguirre,650,,divorciado,universitaria,no,si,377541,no,si,,ago,13,325,350,inexistente,si
Gabriela Becerra,42,admin,viudo,otro,si,si,844420,no,no,,nov,28,875,276,inexistente,no
Gabino Violeta Santillán,31,otro,casado,ninguno,si,no,630247,si,no,telefono fijo,ene,25,219,934,,no
Ing. José Emilio Madera,42,jubilado,casado,tecnica,no,si,768407,no,no,,abr,11,348,640,otro,si
Micaela Correa Robles,55,otro,divorciado,tecnica,si,no,229237,no,si,,ene,11,851,613,otro,ninguno
Adela Abigail Báez Peres,37,emprendedor,viudo,doctorado,si,si,605451,no,si,otro,jul,12,549,889,fracaso,no
Florencia Marcela Arroyo,100,técnico,divorciado,,si,no,478578,no,si,celular,dic,6,747,673,,no
Sr(a). Alberto Garza,29,servicios,soltero,tecnica,si,no,884700,si,no,telefono fijo,may,20,954,502,otro,si
Mitzy Chapa,250,desconocido,soltero,tecnologia,no,no,29641,si,si,,feb,15,698,999,exitoso,si
Victoria Padrón Palacios,45,desconocido,viudo,posgrado,si,si,853821,no,si,telefono fijo,jul,2,52,723,exitoso,si
Alicia Cabán,61,estudiante,viudo,tecnica,si,no,711436,no,no,telefono fijo,dic,13,828,386,fracaso,si
Luz Jacobo Esquibel,42,obrero,soltero,maestria,si,no,560961,si,no,otro,mar,9,679,739,fracaso,no
Reynaldo Santana,22,admin,casado,otro,no,si,262479,si,si,,jun,18,655,131,,si
Mayte Ivonne Urbina Madera,61,admin,divorciado,maestria,no,no,581592,no,no,,sep,19,803,415,otro,si
Diana Jaime Piña,83,obrero,viudo,maestria,no,no,436713,no,si,,ago,5,931,565,,ninguno
Felipe Cantú,400,independiente,casado,tecnologia,si,no,39859,no,no,telefono fijo,ago,8,424,482,,si
Lic. Ariadna Rincón,81,admin,soltero,secundaria,no,no,389463,no,no,celular,ene,15,180,217,fracaso,si
Reina Villanueva,82,admin,viudo,primaria,no,no,426815,si,no,telefono fijo,oct,14,3,593,inexistente,si
Víctor Mora Fajardo,20,emprendedor,divorciado,posgrado,si,no,747504,no,si,celular,ago,3,462,745,inexistente,no
Lic. Ángela Quintanilla,71,independiente,divorciado,secundaria,si,si,842717,no,si,celular,abr,22,821,520,fracaso,ninguno
Dr. Esther Dueñas,56,gerente,viudo,maestria,si,si,487096,si,no,otro,dic,27,798,274,otro,si
Helena Loya Zamudio,32,obrero,divorciado,ninguno,no,no,908871,si,si,celular,jul,1,498,847,otro,no
Francisca Cristobal Solano Tamayo,56,técnico,viudo,universitaria,si,no,88432,si,no,telefono fijo,ago,8,420,398,inexistente,no
Ana Luisa Dolores Tirado Jaime,71,admin,viudo,secundaria,si,si,205906,no,si,celular,oct,9,191,902,inexistente,si
Sr(a). Ricardo Sandoval,23,servicios,soltero,ninguno,si,si,968174,no,si,,oct,6,573,7,otro,si
Caridad Arevalo,58,independiente,divorciado,tecnologia,no,si,363803,no,si,telefono fijo,may,19,334,417,inexistente,si
Isabela Vanesa Zapata Partida,78,emprendedor,soltero,universitaria,no,si,105375,si,no,celular,sep,7,978,369,inexistente,ninguno
José Carlos Muñoz,32,desempleado,viudo,tecnica,no,no,656289,no,si,telefono fijo,feb,25,790,90,,si
Sergio Tania Nieto Duarte,19,gerente,viudo,secundaria,si,si,201300,si,no,telefono fijo,feb,18,288,341,otro,no
Benjamín Asunción Pichardo,32,desempleado,divorciado,ninguno,no,no,939946,no,si,otro,ene,21,166,860,exitoso,no
Nayeli Zúñiga,200,jubilado,divorciado,primaria,si,no,744287,no,si,,ene,15,878,929,fracaso,no
Federico de León Cardona,70,otro,soltero,otro,si,si,653037,no,no,celular,sep,10,485,31,otro,si
Marco Antonio Amaya,56,obrero,casado,primaria,si,no,108290,no,no,celular,jul,11,16,678,otro,ninguno
Mariana Pilar Vergara,29,,casado,maestria,no,si,881739,si,no,,ene,27,437,774,,si
Gerardo Ricardo Toledo Lucio,55,admin,casado,primaria,no,si,866526,si,si,telefono fijo,oct,24,0,72,otro,si
Alberto Cecilia Valadez,22,jubilado,soltero,ninguno,no,no,128279,no,si,telefono fijo,ago,6,855,246,otro,ninguno
Emilio Miguel Rentería Casanova,150,independiente,viudo,tecnologia,no,si,369223,si,no,celular,mar,19,436,930,otro,si
Rubén Sevilla,34,desempleado,soltero,secundaria,no,si,618131,si,si,telefono fijo,jul,8,443,988,fracaso,si
Alma Isaac Sánchez,60,estudiante,viudo,secundaria,no,no,816841,si,no,celular,nov,5,431,256,fracaso,si
Ana Evelio Oquendo Soria,100,otro,divorciado,tecnica,si,no,878404,no,no,telefono fijo,jun,12,661,665,fracaso,no
Daniel Pichardo Valle,350,otro,soltero,maestria,no,no,260176,si,no,celular,jun,23,664,49,otro,ninguno
Armando Enrique Salcido Lucio,250,desempleado,viudo,posgrado,no,no,307516,si,no,celular,ago,26,354,972,exitoso,no
Eloy Abigail Garza,62,obrero,casado,secundaria,si,si,989670,si,no,celular,jun,5,467,910,fracaso,si
Emilia Saldaña,57,emprendedor,divorciado,primaria,no,no,569230,no,no,telefono fijo,dic,5,233,769,exitoso,ninguno
Esteban Marisela Dávila Nazario,39,admin,casado,primaria,no,no,400610,no,si,telefono fijo,feb,12,471,689,,si
Cristina Alfaro Carrero,68,técnico,divorciado,otro,si,si,631849,si,no,telefono fijo,ene,14,502,125,inexistente,no
José Eduardo Martha Pichardo,32,técnico,divorciado,ninguno,si,si,737317,si,no,,nov,25,307,638,,ninguno
Lucía Bernabé Suárez Carbajal,37,técnico,divorciado,posgrado,no,si,855354,no,no,celular,mar,29,549,948,fracaso,si
Olivia Jonás Hinojosa,500,servicios,divorciado,maestria,no,no,297945,no,si,celular,sep,3,683,893,,no
Gerardo Segovia,27,independiente,divorciado,,si,no,117925,no,si,telefono fijo,may,4,509,281,,ninguno
Gabriel Pacheco Carranza,46,técnico,viudo,,si,si,815526,no,no,,jul,4,175,757,exitoso,no
Alonso Zayas,22,emprendedor,divorciado,ninguno,si,si,557016,no,si,,nov,29,341,959,fracaso,ninguno
Ing. Francisco Galindo,24,jubilado,viudo,universitaria,si,si,74044,no,no,celular,jul,12,799,516,,no
Lic. Vanesa Galindo,22,emprendedor,divorciado,posgrado,si,si,580594,no,si,,may,29,1000,44,,ninguno
Wilfrido Saldivar,28,servicios,soltero,doctorado,si,no,991527,no,no,celular,dic,17,208,944,inexistente,no
José Lourdes Soria,34,técnico,viudo,otro,si,no,225975,si,no,celular,jul,14,769,524,otro,ninguno
Ángela Abigail Quezada,35,servicios,soltero,secundaria,si,no,575887,no,no,,abr,17,822,433,inexistente,si
Octavio Bonilla Arce,46,admin,soltero,secundaria,no,no,239357,si,si,otro,mar,16,55,604,otro,no
Armando Mares Cortez,51,técnico,divorciado,maestria,no,no,498133,no,no,otro,abr,25,106,524,,si
Lic. Asunción Escalante,56,desconocido,casado,otro,si,no,487696,si,no,telefono fijo,may,29,68,873,exitoso,no
Clemente Lovato Montero,62,admin,divorciado,tecnica,si,si,176350,si,no,otro,ago,7,704,931,fracaso,ninguno
Noemí Guillermo Alemán,22,admin,casado,maestria,si,no,831880,si,no,otro,dic,20,537,686,inexistente,si
Juana Flores,300,estudiante,divorciado,,no,no,351412,si,si,celular,jul,2,928,319,exitoso,si
Socorro Esparta Mesa Robledo,33,gerente,casado,maestria,no,si,214163,si,si,,jun,13,521,432,exitoso,ninguno
Raquel Batista Rentería,53,técnico,casado,doctorado,no,no,60081,no,no,otro,ene,25,836,331,otro,si
Eduardo José Eduardo Montemayor,47,admin,soltero,otro,no,si,814101,si,no,otro,sep,22,187,410,otro,si
Adán Cristobal Salcido,23,desconocido,casado,otro,no,no,396577,si,si,telefono fijo,mar,16,294,142,inexistente,no
Rebeca Eloy Benavídez,33,gerente,casado,universitaria,si,no,265042,no,no,otro,ago,31,571,414,inexistente,no
Rebeca Natividad Sandoval,28,desempleado,soltero,tecnica,no,si,460111,no,no,,ene,17,402,437,otro,si
Sr(a). Violeta Téllez,63,independiente,soltero,doctorado,no,si,58633,no,si,,feb,8,394,258,exitoso,ninguno
Guillermina Carolina Frías,67,técnico,divorciado,primaria,no,si,769782,si,no,telefono fijo,ago,22,73,147,,si
José Eduardo Jacinto Páez,72,desempleado,soltero,,no,si,769252,no,si,,feb,2,330,586,inexistente,ninguno
Marcos Susana Cortez,50,obrero,casado,posgrado,no,si,684148,no,si,,sep,15,345,111,otro,no
Victoria Fernando Otero,29,emprendedor,viudo,tecnologia,no,si,642602,no,si,otro,nov,21,873,56,,si
Andrea Zambrano,55,otro,divorciado,posgrado,si,no,25237,si,si,,mar,6,28,455,inexistente,ninguno
Dr. Roberto Pulido,24,admin,soltero,secundaria,si,no,426852,si,no,telefono fijo,abr,4,445,93,exitoso,si
Oswaldo Guerrero Villalobos,71,otro,soltero,primaria,no,si,479920,si,no,telefono fijo,feb,14,335,441,exitoso,si
Gloria Hernán Valles,77,otro,divorciado,primaria,no,si,32621,si,no,,jul,16,467,895,fracaso,ninguno
Fabiola Espinoza Díaz,350,otro,viudo,ninguno,no,si,754337,si,si,telefono fijo,ene,3,256,301,exitoso,no
Felipe Nicolás Quiñónez Meléndez,64,,soltero,,no,si,399039,si,si,,may,7,34,881,exitoso,si
Adela Patiño Lovato,82,desconocido,viudo,otro,no,si,619154,si,no,otro,may,12,582,200,exitoso,ninguno
David Arreola Lemus,33,servicios,viudo,maestria,si,si,391960,no,si,celular,oct,31,622,17,fracaso,no
Federico Nicolás Vallejo Molina,200,servicios,soltero,universitaria,si,no,256840,si,no,telefono fijo,ene,27,209,435,exitoso,ninguno
Eugenia Augusto Serrano Sauceda,650,admin,divorciado,ninguno,no,si,285,si,si,celular,ago,31,950,399,,ninguno
Mayte Wilfrido Ávalos Salcedo,85,estudiante,divorciado,primaria,si,si,408006,si,si,telefono fijo,nov,3,583,261,,ninguno
Delia Alemán,22,desconocido,divorciado,ninguno,no,si,272831,si,no,telefono fijo,jun,8,679,483,exitoso,si
Isabela Fuentes,450,estudiante,soltero,ninguno,si,no,821414,no,si,otro,nov,14,419,159,otro,no
Raquel Wilfrido Melgar,65,gerente,soltero,primaria,no,no,408970,no,no,celular,sep,11,952,284,otro,no
Sr(a). Isaac Matías,38,emprendedor,viudo,maestria,no,no,72721,si,no,celular,nov,12,326,268,exitoso,ninguno
Julia Ivonne Terrazas,58,emprendedor,soltero,tecnologia,no,si,153680,si,no,telefono fijo,feb,18,486,647,inexistente,ninguno
Samuel Guillermo Reyna Carrera,100,estudiante,divorciado,tecnologia,si,no,662118,no,si,,mar,26,411,14,inexistente,ninguno
Sr(a). Jacobo Godoy,52,independiente,viudo,primaria,no,si,674026,si,no,celular,nov,16,475,729,otro,ninguno
Camilo Dulce María Zaragoza,41,estudiante,casado,universitaria,no,si,381501,no,si,,abr,31,30,285,,ninguno
Diana Aldonza Beltrán de Jesús,24,obrero,casado,tecnologia,si,si,508639,no,no,celular,mar,23,485,951,fracaso,ninguno
Liliana Bahena León,33,independiente,casado,,si,si,92422,si,no,otro,abr,8,795,516,,ninguno
Cecilia Rael,500,otro,casado,otro,no,si,767022,si,si,telefono fijo,dic,31,118,125,fracaso,ninguno
Araceli Elizondo Duarte,23,admin,soltero,universitaria,si,no,131399,no,no,celular,feb,11,411,145,,si
Caridad Fabiola Cordero Terrazas,250,jubilado,casado,tecnica,si,no,992826,no,si,celular,sep,22,471,876,,si
Silvano Violeta Matías Sanabria,26,desconocido,soltero,primaria,no,no,103675,no,no,,oct,8,281,860,,si
Isabela Colón,59,gerente,viudo,ninguno,si,no,580440,no,si,telefono fijo,jul,20,914,22,exitoso,si
Alma Cepeda,100,admin,casado,secundaria,si,no,928756,no,si,,mar,9,982,359,otro,si
Estefanía Lerma,250,otro,viudo,primaria,no,si,213135,si,no,,abr,2,104,306,fracaso,ninguno
Manuel Bétancourt Razo,53,estudiante,casado,tecnologia,no,si,112697,si,no,telefono fijo,ago,6,781,861,exitoso,no
Ing. María Elena Girón,34,obrero,casado,maestria,no,si,704693,si,si,celular,mar,23,159,941,fracaso,ninguno
María José Guevara,250,otro,casado,doctorado,no,si,192803,si,si,celular,abr,15,37,408,otro,ninguno
Gloria Jesús Llamas Figueroa,41,obrero,casado,doctorado,no,no,754624,no,no,celular,jul,13,328,160,otro,no
Agustín Lozada Lara,67,,viudo,universitaria,si,no,68774,si,no,celular,sep,24,425,135,otro,ninguno
Fabiola Fierro Zaragoza,27,estudiante,viudo,otro,si,si,680633,si,si,,abr,9,237,893,,no
Ing. Pamela Mata,150,servicios,casado,secundaria,si,si,762192,si,no,telefono fijo,jun,1,618,158,inexistente,no
Reina Renato Cornejo,78,estudiante,casado,primaria,si,no,10097,si,no,celular,feb,21,914,719,fracaso,ninguno
Lic. María José Quezada,49,técnico,casado,secundaria,no,no,393240,si,no,,nov,23,889,13,fracaso,no
Antonio Cecilia Ocasio,56,admin,casado,doctorado,si,no,614699,no,no,otro,ago,20,297,436,fracaso,no
